SNOMED code	SNOMED descriptor	ICD-O code	topography	filter_code
4377006	Nucleus parafascicularis	C71.0	top	0_0_0_13_2_0
4392007	Malignant mixed tumor, osteosarcomatous type	8940/3	hist	0_0_1_21_11
4394008	Scala vestibuli	C30.1	top	0_0_0_2_0_1
4402002	Anterior articular surface for talus	C40.3	top	0_0_0_3_0_3
4419000	Tracheal submucosa	C33.9	top	0_0_0_2_3_0
4430002	Clivus ossis sphenoidalis	C41.0	top	0_0_0_3_1_0
4432005	Botallo's duct	C49.9	top	0_0_0_8_8
4442007	Dental arch	C76.0	top	0_0_0_15_0
4486002	Accessory sinus gland	C31.9	top	0_0_0_2_1_5
4524000	Subclavian plexus	C47.3	top	0_0_0_6_3
4527007	Joint of lower extremity	C40.9	top	0_0_0_3_0_5
4537002	Internal medullary lamina of thalamus	C71.0	top	0_0_0_13_2_0
4549001	Entire vagus nerve parasympathetic fibers to liver, gallbladder, bile ducts and pancreas	C47.9	top	0_0_0_6_8
4553004	Subependymoma	9383/1	hist	0_0_1_35_3
4566004	Tentorium	C70.0	top	0_0_0_13_1_0
4578000	Skin of posterior surface of thigh	C44.7	top	0_0_0_5_7
4588004	Middle trunk of brachial plexus	C47.1	top	0_0_0_6_1
4590003	Metastatic adenocarcinoma	8140/6	hist	0_0_1_5_4
4596009	Larynx	C32.9	top	0_0_0_2_2_5
4603002	Base of phalanx of foot	C40.3	top	0_0_0_3_0_3
4606005	Tubercle of eighth rib	C41.3	top	0_0_0_3_1_3
4621004	Lesser tuberosity of humerus	C40.0	top	0_0_0_3_0_0
4624007	Medullary cord	C77.9	top	0_0_0_16_7
4631006	Tubular carcinoma	8211/3	hist	0_0_1_5_54
4651005	Tunica albuginea of corpus spongiosum	C60.2	top	0_0_0_11_0_2
4658004	Skin of nuchal region	C44.4	top	0_0_0_5_4
4703008	Cardinal vein	C49.9	top	0_0_0_8_8
4718009	Entire venous plexus of the foramen ovale basis cranii	C49.0	top	0_0_0_8_0
4743003	Ventral sacrococcygeal ligament	C49.5	top	0_0_0_8_5
4755009	Medial surface of great toe	C76.5	top	0_0_0_15_5
4759003	Gemellus muscle	C49.2	top	0_0_0_8_2
4766002	Supracardinal vein	C49.9	top	0_0_0_8_8
4768001	Perineal nerve	C47.5	top	0_0_0_6_5
4774001	Phrenic nerve pericardial branch	C47.3	top	0_0_0_6_3
4775000	Ventral posterior inferior nucleus	C71.0	top	0_0_0_13_2_0
4797003	Papillary adenocarcinoma	8260/3	hist	0_0_1_5_88
4810005	Uterine venous plexus	C49.5	top	0_0_0_8_5
4812002	Anterior tibial compartment	C76.5	top	0_0_0_15_5
4828007	Femoral canal	C49.2	top	0_0_0_8_2
4840007	Subcutaneous tissue of ring finger	C49.1	top	0_0_0_8_1
4843009	Membranous ampulla	C30.1	top	0_0_0_2_0_1
4866005	Constrictor pharyngeus muscle	C49.0	top	0_0_0_8_0
4870002	Dorsal tegmental nuclei of midbrain	C71.7	top	0_0_0_13_2_7
4871003	Spiral lamina of modiolus	C30.1	top	0_0_0_2_0_1
4881004	Entire sublingual vein	C49.0	top	0_0_0_8_0
4888005	Entire interlobular vein of kidney	C49.4	top	0_0_0_8_4
4905007	Uterovaginal plexus	C47.5	top	0_0_0_6_5
4906008	Mastoid antrum	C30.1	top	0_0_0_2_0_1
4924005	Cerebellar gracile lobule	C71.6	top	0_0_0_13_2_6
4935000	Adenocarcinoma in situ in villous adenoma	8261/2	hist	0_0_1_5_90
4942000	Lymph node of lower extremity	C77.4	top	0_0_0_16_4
4950009	Sézary disease	9701/3	hist	0_0_1_40_33
4954000	Radial notch of ulna	C40.0	top	0_0_0_3_0_0
4956003	Subcutaneous tissue of back	C49.6	top	0_0_0_8_6
4958002	Amygdaloid body	C71.0	top	0_0_0_13_2_0
4977000	Spiradenoma	8403/0	hist	0_0_1_6_11
5001007	Superior temporal sulcus	C71.2	top	0_0_0_13_2_2
5014008	Benign Leydig cell tumor	8650/0	hist	0_0_1_13_29
5023006	Yellow bone marrow	C42.1	top	0_0_0_4_1
5026003	Posterior surface of prostate	C61.9	top	0_0_0_11_1_0
5046008	Superficial dorsal veins of clitoris	C49.5	top	0_0_0_8_5
5052009	Merkel cell tumor	8247/3	hist	0_0_1_5_73
5068003	Ischiadic bursa	C49.2	top	0_0_0_8_2
5069006	Rugal column	C52.9	top	0_0_0_10_1_0
5076001	Infrasternal angle	C76.1	top	0_0_0_15_1
5115006	Posterior auricular vein	C49.0	top	0_0_0_8_0
5122003	Entire angle of first rib	C41.3	top	0_0_0_3_1_3
5128004	Lens zonules	C69.4	top	0_0_0_13_0_4
5178002	Benign synovioma	9040/0	hist	0_0_1_23_0
5192008	Intervertebral foramen of twelfth thoracic vertebra	C41.2	top	0_0_0_3_1_2
5194009	Epithelium of lens	C69.4	top	0_0_0_13_0_4
5195005	Right external carotid artery	C49.0	top	0_0_0_8_0
5204005	Superior ileocecal recess	C48.0	top	0_0_0_7_0
5204005	Superior ileocecal recess	C48.2	top	0_0_0_7_2
5213007	Frontal vein	C49.0	top	0_0_0_8_0
5225005	Uterine ostium of fallopian tube	C57.0	top	0_0_0_10_6_0
5228007	Right cerebral hemisphere	C71.0	top	0_0_0_13_2_0
5229004	Mucosa of gallbladder	C23.9	top	0_0_0_1_8_0
5244003	Duct adenoma	8503/0	hist	0_0_1_9_5
5257006	Follicular carcinoma	8330/3	hist	0_0_1_5_129
5261000	Intervertebral disc of thoracic vertebra	C41.2	top	0_0_0_3_1_2
5272005	Skin of lateral portion of neck	C44.4	top	0_0_0_5_4
5279001	Foramen singulare	C30.1	top	0_0_0_2_0_1
5296000	Anterior mediastinal lymph node	C77.1	top	0_0_0_16_1
5324007	Superior pole of kidney	C64.9	top	0_0_0_12_0_0
5329002	Bone structure of C4	C41.2	top	0_0_0_3_1_2
5336001	Inferior frontal gyrus	C71.1	top	0_0_0_13_2_1
5362005	Median arcuate ligament of diaphragm	C49.3	top	0_0_0_8_3
5366008	Hippocampus	C71.2	top	0_0_0_13_2_2
5379004	Small intestine muscularis propria	C17.9	top	0_0_0_1_2_5
5382009	Superior fascia of perineum	C49.5	top	0_0_0_8_5
5394000	Uterine paracervical lymph node	C77.5	top	0_0_0_16_5
5398002	Fat pad	C49.9	top	0_0_0_8_8
5403001	Articular process of third lumbar vertebra	C41.2	top	0_0_0_3_1_2
5427004	Apocrine intraepidermal duct	C44.9	top	0_0_0_5_9
5458003	Deep artery of clitoris	C49.5	top	0_0_0_8_5
5459006	Cardiac incisure of stomach	C16.0	top	0_0_0_1_1_0
5491007	Lacrimal part of orbicularis oculi muscle	C49.0	top	0_0_0_8_0
5493005	Metacarpophalangeal joint of little finger	C40.1	top	0_0_0_3_0_1
5498001	Superior aberrant ductule of epididymis	C63.0	top	0_0_0_11_3_0
5520004	Subcutaneous tissue of chin	C49.0	top	0_0_0_8_0
5538001	Tegmental portion of pons	C71.7	top	0_0_0_13_2_7
5544002	Longitudinal layer of duodenal muscularis propria	C17.0	top	0_0_0_1_2_0
5560003	Alveolar ridge mucosa	C03.9	top	0_0_0_0_3_2
5574005	Seventh costal cartilage	C41.3	top	0_0_0_3_1_3
5580002	Tendon of supraspinatus muscle	C49.1	top	0_0_0_8_1
5597008	Retina of right eye	C69.2	top	0_0_0_13_0_2
5600009	Schneiderian carcinoma	8121/3	hist	0_0_1_4_5
5611001	Anulus fibrosus of intervertebral disc of fifth cervical vertebra	C41.2	top	0_0_0_3_1_2
5625000	Navicular facet of intermediate cuneiform bone	C40.3	top	0_0_0_3_0_3
5627008	Right visceral pleura	C38.4	top	0_0_0_2_6_4
5633004	Muscular portion of interventricular septum	C38.0	top	0_0_0_2_6_0
5643001	Canal of stomach	C16.9	top	0_0_0_1_1_8
5653000	Entire inner surface of seventh rib	C41.3	top	0_0_0_3_1_3
5658009	Papillotubular adenocarcinoma	8263/3	hist	0_0_1_5_95
5665001	Retina	C69.2	top	0_0_0_13_0_2
5668004	Lower digestive tract	C26.9	top	0_0_0_1_11_2
5682004	Subcutaneous tissue of upper extremity	C49.1	top	0_0_0_8_1
5688000	Epidermoid carcinoma in situ with questionable stromal invasion	8076/2	hist	0_0_1_2_23
5696005	Entire articular part of tubercle of ninth rib	C41.3	top	0_0_0_3_1_3
5697001	Skin of lateral surface of finger	C44.6	top	0_0_0_5_6
5709001	Multifidus muscle	C49.6	top	0_0_0_8_6
5713008	Submandibular area	C76.0	top	0_0_0_15_0
5717009	Temporal fossa	C76.0	top	0_0_0_15_0
5718004	Tendon and tendon sheath of leg and ankle	C49.2	top	0_0_0_8_2
5727003	Anterior cervical lymph node	C77.0	top	0_0_0_16_0
5742000	Skin of forearm	C44.6	top	0_0_0_5_6
5751008	Subcutaneous tissue of anterior portion of neck	C49.0	top	0_0_0_8_0
5769004	Endocervical epithelium	C53.0	top	0_0_0_10_2_0
5780004	Paradidymis	C63.0	top	0_0_0_11_3_0
5798000	Diaphragm	C49.3	top	0_0_0_8_3
5814007	Entire angle of seventh rib	C41.3	top	0_0_0_3_1_3
5815008	Superior rectus muscle	C69.6	top	0_0_0_13_0_6
5816009	Duodenal fold	C49.4	top	0_0_0_8_4
5825003	Stroma of sclera	C69.4	top	0_0_0_13_0_4
5828001	Posterior cord of brachial plexus	C47.1	top	0_0_0_6_1
5843004	Basaloid carcinoma	8123/3	hist	0_0_1_4_7
5847003	Cranial articular process of seventh vertebra	C41.2	top	0_0_0_3_1_2
5854009	Orbital plate of ethmoid bone	C41.0	top	0_0_0_3_1_0
5868002	Serosa of urinary bladder	C67.9	top	0_0_0_12_3_9
5872003	Subcutaneous tissue of lateral border of sole of foot	C49.2	top	0_0_0_8_2
5881009	Tuberosity of distal phalanx of hand	C40.1	top	0_0_0_3_0_1
5889006	Articular surface, third metacarpal, of fourth metacarpal bone	C40.1	top	0_0_0_3_0_1
5890002	Posterior cells of ethmoid sinus	C31.1	top	0_0_0_2_1_1
5893000	Prussak pouch	C30.1	top	0_0_0_2_0_1
5923009	Articular process of twelfth thoracic vertebra	C41.2	top	0_0_0_3_1_2
5926001	Bronchial lumen	C34.0	top	0_0_0_2_4_0
5928000	Great cardiac vein	C49.3	top	0_0_0_8_3
5942008	Tensor tympani muscle	C30.1	top	0_0_0_2_0_1
5943003	Vestibular vein	C49.0	top	0_0_0_8_0
5944009	Pharyngopalatine arch	C09.1	top	0_0_0_0_9_1
5948007	Capsule of distal interphalangeal joint of third toe	C40.3	top	0_0_0_3_0_3
5951000	Left wrist	C76.4	top	0_0_0_15_4
5953002	Eighth rib	C41.3	top	0_0_0_3_1_3
5976004	Subcutaneous tissue of eyelid	C49.0	top	0_0_0_8_0
5979006	Episcleral artery	C49.0	top	0_0_0_8_0
6001004	Quadratus lumborum muscle	C49.4	top	0_0_0_8_4
6004007	T2/3 disc	C41.2	top	0_0_0_3_1_2
6006009	Circular layer of duodenal muscularis propria	C17.0	top	0_0_0_1_2_0
6009002	Mesentery of ascending colon	C48.1	top	0_0_0_7_1
6014003	Penicilli of spleen	C42.2	top	0_0_0_4_2
6046003	Entire outer surface of third rib	C41.3	top	0_0_0_3_1_3
6050005	Lacrimal vein	C49.0	top	0_0_0_8_0
6059006	Metacarpophalangeal joint of middle finger	C40.1	top	0_0_0_3_0_1
6062009	ISO designation 83	C76.0	top	0_0_0_15_0
6073002	Fold of Marshall	C38.0	top	0_0_0_2_6_0
6074008	Capsule of temporomandibular joint	C41.1	top	0_0_0_3_1_1
6076005	Gastrointestinal subserosa	C26.9	top	0_0_0_1_11_2
6104005	Subclavian nerve	C47.1	top	0_0_0_6_1
6105006	Body of fifth thoracic vertebra	C41.2	top	0_0_0_3_1_2
6110005	Facial nerve parasympathetic fibers	C47.0	top	0_0_0_6_0
6216007	Entire postcapillary venule	C49.9	top	0_0_0_8_8
6217003	Piriform sinus	C12.9	top	0_0_0_0_12_0
6219000	Malignant tumor - uncertain whether primary or metastatic	8000/9	hist	0_0_1_0_4
6229007	Os lacrimale	C41.0	top	0_0_0_3_1_0
6253001	Sulcus terminalis cordis	C38.0	top	0_0_0_2_6_0
6268000	Accessory phrenic nerves	C47.3	top	0_0_0_6_3
6269008	Subcutaneous tissue of scalp	C49.0	top	0_0_0_8_0
6279005	Skin of finger - dorsal	C44.6	top	0_0_0_5_6
6317000	Posterior basal branch of left pulmonary artery	C49.3	top	0_0_0_8_3
6325003	Aryepiglottic muscle	C49.0	top	0_0_0_8_0
6326002	Fetal atloid articulation	C41.9	top	0_0_0_3_1_6
6335009	Lymphoid follicle of stomach	C16.9	top	0_0_0_1_1_8
6359004	Hair medulla	C44.9	top	0_0_0_5_9
6371005	Lymphatic of thyroid gland	C49.0	top	0_0_0_8_0
6375001	Spongiose urethra	C68.0	top	0_0_0_12_4_0
6379007	Multiple adenomatous polyps	8221/0	hist	0_0_1_5_62
6381009	Franklin disease	9762/3	hist	0_0_1_44_3
6392005	Coccygeal nerve	C47.5	top	0_0_0_6_5
6404004	Ligamentum nuchae	C49.0	top	0_0_0_8_0
6413002	Presymphysial lymph node	C77.5	top	0_0_0_16_5
6417001	Medial malleolus	C40.2	top	0_0_0_3_0_2
6423006	Supraspinatus muscle	C49.1	top	0_0_0_8_1
6424000	Radiating portion of cortical lobule of kidney	C64.9	top	0_0_0_12_0_0
6437002	Dentinoma	9271/0	hist	0_0_1_33_3
6448009	Posterior vagal trunk	C72.5	top	0_0_0_13_3_5
6450001	Cytotrophoblast	C58.9	top	0_0_0_10_7_0
6472004	Medial aspect of ovary	C56.9	top	0_0_0_10_5_0
6504002	Glans clitoridis	C51.2	top	0_0_0_10_0_2
6511003	Distal portion of circumflex branch of left coronary artery	C49.3	top	0_0_0_8_3
6530003	Cardiac valve cusp	C38.0	top	0_0_0_2_6_0
6533001	Colonic haustra	C18.9	top	0_0_0_1_3_9
6538005	Thyrocervical trunk	C49.3	top	0_0_0_8_3
6541001	Entire anterior commissure of mitral valve	C38.0	top	0_0_0_2_6_0
6544009	Gastrohepatic ligament	C49.4	top	0_0_0_8_4
6550004	Angular incisure of stomach	C16.5	top	0_0_0_1_1_5
6551000	Pollicis artery	C49.1	top	0_0_0_8_1
6553002	Inferior turbinate	C30.0	top	0_0_0_2_0_0
6564004	Medial border of sole	C76.5	top	0_0_0_15_5
6566002	Cerebellar hemisphere	C71.6	top	0_0_0_13_2_6
6572002	Base of phalanx of middle finger	C40.1	top	0_0_0_3_0_1
6598008	Lingual nerve	C72.5	top	0_0_0_13_3_5
6606008	Dorsal intercuneiform ligament	C49.2	top	0_0_0_8_2
6608009	Sphenoparietal sinus	C49.0	top	0_0_0_8_0
6620001	Cuticle of nail	C44.9	top	0_0_0_5_9
6623004	Sternal muscle	C49.3	top	0_0_0_8_3
6633007	Entire right posterior cerebral artery	C49.0	top	0_0_0_8_0
6641007	Metatypical carcinoma	8095/3	hist	0_0_1_3_5
6643005	Entire right anterior cerebral artery	C49.0	top	0_0_0_8_0
6646002	Anterior fossa of cranial cavity	C71.9	top	0_0_0_13_2_9
6649009	Uterine subserosa	C55.9	top	0_0_0_10_4_0
6651008	Central cerebellar lobule	C71.6	top	0_0_0_13_2_6
6684008	Articular facet of head of fibula	C40.2	top	0_0_0_3_0_2
6685009	Right ankle	C76.5	top	0_0_0_15_5
6711001	Arch of second lumbar vertebra	C41.2	top	0_0_0_3_1_2
6720005	Femoral nerve lateral muscular branches	C47.2	top	0_0_0_6_2
6731002	Pleural recess	C38.4	top	0_0_0_2_6_4
6739000	Chorda tympani	C72.5	top	0_0_0_13_3_5
6742006	Entire callosomarginal branch of anterior cerebral artery	C49.0	top	0_0_0_8_0
6757004	Right knee	C76.5	top	0_0_0_15_5
6787005	Structure of tendon and tendon sheath of hand	C49.1	top	0_0_0_8_1
6799003	Utricular macula	C30.1	top	0_0_0_2_0_1
6805009	Entire interstitial tissue of spleen	C42.2	top	0_0_0_4_2
6820003	Obturator nerve anterior branch	C47.2	top	0_0_0_6_2
6828005	Ligament of lumbosacral joint	C49.6	top	0_0_0_8_6
6829002	Pars ciliaris of retina	C69.4	top	0_0_0_13_0_4
6834003	Axial skeleton	C41.2	top	0_0_0_3_1_2
6841009	Corticomedullary junction of kidney	C64.9	top	0_0_0_12_0_0
6864006	Leaf of epiglottis	C32.1	top	0_0_0_2_2_1
6866008	Habenular commissure	C71.0	top	0_0_0_13_2_0
6871001	Visceral pericardium	C38.0	top	0_0_0_2_6_0
6894000	Medial surface of arm	C76.4	top	0_0_0_15_4
6902008	Poples	C76.5	top	0_0_0_15_5
6905005	Subcutaneous tissue of medial surface of third toe	C49.2	top	0_0_0_8_2
6912001	Lower alveolar ridge mucosa	C03.1	top	0_0_0_0_3_1
6914000	Perivascular space	C49.9	top	0_0_0_8_8
6921000	Right upper extremity	C76.4	top	0_0_0_15_4
6930008	Entire jugular arch	C49.0	top	0_0_0_8_0
6944002	Entire anterior labial vein	C49.5	top	0_0_0_8_5
6969002	Lymphoid tissue	C76.7	top	0_0_0_15_6
6975006	Anterior myocardium	C38.0	top	0_0_0_2_6_0
6981003	Posterior hypothalamic nucleus	C71.0	top	0_0_0_13_2_0
6987004	Collateral sulcus	C71.4	top	0_0_0_13_2_4
6989001	Dorsolumbar region of back	C76.7	top	0_0_0_15_6
6991009	Subcutaneous tissue of jaw	C49.0	top	0_0_0_8_0
7010000	Carcinomatosis	8010/9	hist	0_0_1_1_4
7035006	Bile duct mucous membrane	C24.0	top	0_0_0_1_9_0
7050002	Subcutaneous tissue of external genitalia	C76.7	top	0_0_0_15_6
7067009	Right colic artery	C49.4	top	0_0_0_8_4
7076002	Interstitial tissue of myocardium	C38.0	top	0_0_0_2_6_0
7083009	Middle phalanx of index finger	C40.1	top	0_0_0_3_0_1
7091000	Ventral posterolateral nucleus of thalamus	C71.0	top	0_0_0_13_2_0
7117004	Fetomaternal site	C58.9	top	0_0_0_10_7_0
7148007	Anulus fibrosus of thoracic vertebra	C41.2	top	0_0_0_3_1_2
7149004	False rib	C41.3	top	0_0_0_3_1_3
7154008	Trigeminal ganglion sensory root	C72.5	top	0_0_0_13_3_5
7160008	Base of metacarpal bone	C40.1	top	0_0_0_3_0_1
7167006	Paraduodenal recess	C49.4	top	0_0_0_8_4
7173007	Cauda equina	C72.1	top	0_0_0_13_3_1
7188002	Gustatory pore	C01.9	top	0_0_0_0_1_0
7192009	Isthmus tympani posticus	C30.1	top	0_0_0_2_0_1
7227003	Hypoglossal nerve intrinsic tongue muscle branch	C72.5	top	0_0_0_13_3_5
7234001	Entire inferior choroid vein	C49.0	top	0_0_0_8_0
7242000	Appendiceal muscularis propria	C18.1	top	0_0_0_1_3_1
7295002	Muscle of perineum	C49.5	top	0_0_0_8_5
7296001	Deep inguinal ring	C49.5	top	0_0_0_8_5
7300000	Schminke tumor	8082/3	hist	0_0_1_2_30
7311008	Anterior surface of arm	C76.4	top	0_0_0_15_4
7344002	Lingual gyrus	C71.4	top	0_0_0_13_2_4
7345001	Ciliary processes	C69.4	top	0_0_0_13_0_4
7362006	Lymphatic of head	C49.0	top	0_0_0_8_0
7376007	Entire left margin of uterus	C55.9	top	0_0_0_10_4_0
7378008	Paraventricular nucleus of thalamus	C71.0	top	0_0_0_13_2_0
7384006	Entire short plantar ligament	C49.2	top	0_0_0_8_2
7404008	Anterior semicircular duct	C30.1	top	0_0_0_2_0_1
7429002	Glomangioma	8712/0	hist	0_0_1_14_13
7435002	Ovarian ligament	C57.1	top	0_0_0_10_6_1
7471001	Lateral surface of sublingual gland	C08.1	top	0_0_0_0_8_1
7480001	Iliotibial tract	C49.2	top	0_0_0_8_2
7494000	Cerebellar lenticular nucleus	C71.6	top	0_0_0_13_2_6
7498002	Entire plantar tarsal ligament	C49.2	top	0_0_0_8_2
7507003	Entire anterior ligament of head of fibula	C49.2	top	0_0_0_8_2
7524009	Entire vasa vasorum	C49.9	top	0_0_0_8_8
7532001	Vagus nerve parasympathetic fibers	C47.9	top	0_0_0_6_8
7554004	Deep head of flexor pollicis brevis muscle	C49.1	top	0_0_0_8_1
7569003	Finger	C76.4	top	0_0_0_15_4
7591005	Intervertebral disc space of eleventh thoracic vertebra	C41.2	top	0_0_0_3_1_2
7597009	Subcutaneous tissue of vertex	C49.0	top	0_0_0_8_0
7610001	Tenth dorsal vertebra	C41.2	top	0_0_0_3_1_2
7629007	Thalamoolivary tract	C71.7	top	0_0_0_13_2_7
7651004	Intervenous tubercle of right atrium	C38.0	top	0_0_0_2_6_0
7652006	Frenulum labii	C00.5	top	0_0_0_0_0_5
7657000	Femoral artery	C49.2	top	0_0_0_8_2
7658005	Anconeal bursa of triceps muscle	C49.1	top	0_0_0_8_1
7697002	Pontine portion of medial longitudinal fasciculus	C71.7	top	0_0_0_13_2_7
7712004	Subdural space of spinal region	C70.1	top	0_0_0_13_1_1
7726008	Skin of medial surface of fifth toe	C44.7	top	0_0_0_5_7
7736000	Posterior choroidal artery	C49.0	top	0_0_0_8_0
7742001	Palatine duct	C41.0	top	0_0_0_3_1_0
7748002	Skin appendage	C44.9	top	0_0_0_5_9
7755000	Mesovarian margin of ovary	C56.9	top	0_0_0_10_5_0
7756004	Lamina of third thoracic vertebra	C41.2	top	0_0_0_3_1_2
7764005	Entire striate artery	C49.0	top	0_0_0_8_0
7769000	Right foot	C76.5	top	0_0_0_15_5
7783003	Sympathetic trunk spinal nerve branch	C47.9	top	0_0_0_6_8
7820009	Nucleus lateralis posterior	C71.0	top	0_0_0_13_2_0
7829005	Anterior surface of manubrium	C41.3	top	0_0_0_3_1_3
7832008	Abdominal aorta	C49.4	top	0_0_0_8_4
7835005	Posterior margin of nasal septum	C11.3	top	0_0_0_0_11_3
7840002	Subcutaneous tissue of submental area	C49.0	top	0_0_0_8_0
7844006	Sternoclavicular joint	C41.3	top	0_0_0_3_1_3
7851002	Cranial subdural space	C70.0	top	0_0_0_13_1_0
7854005	Mandibular canal	C41.1	top	0_0_0_3_1_1
7872004	Myocardium of ventricle	C38.0	top	0_0_0_2_6_0
7874003	Scapular region of back	C76.1	top	0_0_0_15_1
7885001	Rotator cuff	C49.1	top	0_0_0_8_1
7892006	Submucosa of anal canal	C21.1	top	0_0_0_1_6_1
7896009	Occipital angle of parietal bone	C41.0	top	0_0_0_3_1_0
7911004	Olivocerebellar fibers	C71.7	top	0_0_0_13_2_7
7925003	Proximal phalanx of third toe	C40.3	top	0_0_0_3_0_3
7936005	Ligament of diaphragm	C49.3	top	0_0_0_8_3
7954009	Lamina propria of ethmoid sinus	C31.1	top	0_0_0_2_1_1
7967007	Entire first left aortic arch	C10.4	top	0_0_0_0_10_4
7986004	Abdominopelvic portion of sympathetic nervous system	C47.9	top	0_0_0_6_8
7991003	Skin of glans penis	C60.1	top	0_0_0_11_0_1
7999001	Ear ossicle joint	C30.1	top	0_0_0_2_0_1
8001006	Mucosa of tongue	C02.2	top	0_0_0_0_2_2
8012006	Anterior communicating artery	C49.0	top	0_0_0_8_0
8017000	Inflow tract of right ventricle	C38.0	top	0_0_0_2_6_0
8024004	Limitans nucleus	C71.0	top	0_0_0_13_2_0
8039003	Supra-acromial bursa	C49.1	top	0_0_0_8_1
8040001	Superficial flexor tendon of little finger	C49.1	top	0_0_0_8_1
8057002	Lateral globus pallidus	C71.0	top	0_0_0_13_2_0
8059004	Pancreatic vein	C49.4	top	0_0_0_8_4
8067007	Entire superficial circumflex iliac vein	C49.2	top	0_0_0_8_2
8068002	Stratum lemnisci of corpora quadrigemina	C71.7	top	0_0_0_13_2_7
8079007	Radial nerve	C47.1	top	0_0_0_6_1
8091003	Intervertebral disc space of twelfth thoracic vertebra	C41.2	top	0_0_0_3_1_2
8097004	Alveolar adenoma	8251/0	hist	0_0_1_5_78
8100009	Infundibulum of Fallopian tube	C57.0	top	0_0_0_10_6_0
8119004	Entire delphian lymph node	C77.0	top	0_0_0_16_0
8128003	Aortic root	C49.3	top	0_0_0_8_3
8133004	Vein of Trolard	C49.0	top	0_0_0_8_0
8145008	Malignant mixed tumor	8940/3	hist	0_0_1_21_11
8157004	Vein of head	C49.0	top	0_0_0_8_0
8158009	Interlobar duct of pancreas	C25.3	top	0_0_0_1_10_3
8159001	Anterior quadrigeminal body	C71.7	top	0_0_0_13_2_7
8160006	Entire lateral striate artery	C49.0	top	0_0_0_8_0
8161005	Infraorbital nerve	C72.5	top	0_0_0_13_3_5
8165001	Cranial articular process of fifth thoracic vertebra	C41.2	top	0_0_0_3_1_2
8205005	Wrist	C76.4	top	0_0_0_15_4
8225009	Bundle of Kent	C38.0	top	0_0_0_2_6_0
8241005	Hemolymphangioma	9175/0	hist	0_0_1_29_7
8242003	Apical branch of right pulmonary artery	C49.3	top	0_0_0_8_3
8251006	Osseous eustachian tube	C30.1	top	0_0_0_2_0_1
8264007	Tunica interna of eyeball	C69.4	top	0_0_0_13_0_4
8265008	Articular surface, metacarpal, of phalanx of hand	C40.1	top	0_0_0_3_0_1
8266009	Small intestine serosa	C17.9	top	0_0_0_1_2_5
8276007	Balloon cell nevus	8722/0	hist	0_0_1_15_4
8289001	Below knee region	C76.5	top	0_0_0_15_5
8292002	Interlobular artery of liver	C22.0	top	0_0_0_1_7_0
8314003	Mastoid fontanel of skull	C41.0	top	0_0_0_3_1_0
8334002	Lumbar lymph node	C77.2	top	0_0_0_16_2
8356004	Colic lymph node	C77.2	top	0_0_0_16_2
8360001	Mixed tumor	8940/0	hist	0_0_1_21_10
8369000	Sphincter pupillae muscle	C69.4	top	0_0_0_13_0_4
8373002	Jugum of sphenoid bone	C41.0	top	0_0_0_3_1_0
8387002	Lamina of eighth thoracic vertebra	C41.2	top	0_0_0_3_1_2
8389004	Birth canal	C76.3	top	0_0_0_15_3
8412003	Iliac fossa	C76.3	top	0_0_0_15_3
8415001	Renal surface of adrenal gland	C74.9	top	0_0_0_14_1_2
8454000	Joint of lumbar vertebra	C41.2	top	0_0_0_3_1_2
8464009	Ligament of sacroiliac joint and pubic symphysis	C49.5	top	0_0_0_8_5
8482007	Sinoatrial node branch of right coronary artery	C49.3	top	0_0_0_8_3
8483002	Mesial surface of tooth	C26.9	top	0_0_0_1_11_2
8496001	Obliquus capitis muscle	C49.0	top	0_0_0_8_0
8523001	Caudal articular process of twelfth thoracic vertebra	C41.2	top	0_0_0_3_1_2
8546004	Posterior intercavernous sinus	C49.0	top	0_0_0_8_0
8559007	Entire juxtaintestinal lymph node	C77.2	top	0_0_0_16_2
8560002	Interclavicular ligament	C49.3	top	0_0_0_8_3
8580001	Both feet	C76.5	top	0_0_0_15_5
8595004	Submucous plexus	C47.4	top	0_0_0_6_4
8598002	Acoustic nerve	C72.4	top	0_0_0_13_3_4
8600008	Cricoid cartilage	C32.3	top	0_0_0_2_2_3
8603005	Adductor hallucis muscle	C49.2	top	0_0_0_8_2
8604004	Medulla oblongata fasciculus cuneatus	C71.7	top	0_0_0_13_2_7
